subject,object,original_label
Power supplies,Power systems,narrower
Gray-scale,Image processing,narrower
Histograms,Statistics,narrower
Magnonics,Magnetics,narrower
Automatic generation control,Control systems,narrower
Contingency management,Management,narrower
Thin film circuits,Integrated circuits,narrower
Rail to rail operation,Circuits,narrower
Entropy,Physics,narrower
Copper,Metals,narrower
Optical character recognition,Software,narrower
Biological tissues,Anatomy,narrower
Cellular manufacturing,Manufacturing systems,narrower
Encoding,Information theory,narrower
Thermal sensors,Sensors,narrower
Horticulture,Industries,narrower
Proof of Work,Computer security,narrower
Resource management,Management,narrower
CMOS integrated circuits,Integrated circuits,narrower
Safety management,Management,narrower
Phase locked loops,Signal processing,narrower
Tornadoes,Geoscience,narrower
Optical antennas,Antennas,narrower
Corpus callosum,Brain,narrower
Predator prey systems,Biology,narrower
Laplace equations,Mathematics,narrower
Biomagnetics,Magnetics,narrower
Built-in self-test,Testing,narrower
Set theory,Mathematics,narrower
Local field potentials,Signal processing,narrower
Accuracy,Mathematics,narrower
Mechanobiology,Biology,narrower
Matching pursuit algorithms,Algorithms,narrower
Decision making,Management,narrower
Educational robots,Robots,narrower
Genetic communication,Information theory,narrower
Light fields,Optics,narrower
Dentistry,Medical treatment,narrower
Biological materials,Materials,narrower
Paper technology,Industry applications,narrower
Impedance measurement,Electric variables measurement,narrower
Multiprocessor interconnection networks,Computer networks,narrower
Nonlinear circuits,Circuits,narrower
Life testing,Testing,narrower
Aluminum,Metals,narrower
Construction,Industries,narrower
Circuit testing,Testing,narrower
Neurotechnology,Brain,narrower
Heuristic algorithms,Algorithms,narrower
Military robotics,Robots,narrower
Data center power,Power systems,narrower
Organ transplantation,Medical services,narrower
Network servers,Computer networks,narrower
Power integrated circuits,Circuits,narrower
Patch antennas,Antennas,narrower
Quantum sensing,Quantum mechanics,narrower
Receiving antennas,Antennas,narrower
Human immunodeficiency virus,Diseases,narrower
Natural gas industry,Industries,narrower
Color,Optics,narrower
Levee,Geoscience,narrower
Measurement units,Measurement,narrower
Rate-distortion,Information theory,narrower
Image reconstruction,Image processing,narrower
Control engineering computing,Computer applications,narrower
Integrated circuit modeling,Modeling,narrower
Nuclear measurements,Measurement,narrower
Assisted living,Medical services,narrower
Programmable logic arrays,Circuits,narrower
Multicast communication,Communication systems,narrower
Hamming weight,Information theory,narrower
Switched circuits,Circuits,narrower
Entertainment industry,Industries,narrower
Neptunium,Chemical elements,narrower
Microstrip antennas,Antennas,narrower
Automobile manufacture,Manufacturing systems,narrower
Magnetic flux,Magnetics,narrower
Virtual private networks,Computer networks,narrower
Solid-state physics,Physics,narrower
Lean production,Manufacturing systems,narrower
Closed box,Software,narrower
Through-silicon vias,Integrated circuits,narrower
Nonlinear equations,Mathematics,narrower
MIS devices,Semiconductor devices,narrower
Health information management,Medical services,narrower
Farming,Industries,narrower
Magnetic communication,Communication systems,narrower
Basis algorithms,Algorithms,narrower
Data-driven modeling,Modeling,narrower
Bidirectional control,Control systems,narrower
Polonium,Chemical elements,narrower
Geometrical optics,Optics,narrower
Holographic optical components,Optical devices,narrower
Simulation,Modeling,narrower
Insulator testing,Testing,narrower
Charge pumps,Circuits,narrower
Natural resources,Geoscience,narrower
Switching systems,Communication systems,narrower
Teleconferencing,Communication systems,narrower
Acoustic measurements,Measurement,narrower
Radar theory,Radar,narrower
Source separation,Signal processing,narrower
Genetic algorithms,Algorithms,narrower
Integumentary system,Anatomy,narrower
Polymer gels,Materials,narrower
Semiconductor process modeling,Modeling,narrower
Inverse problems,Modeling,narrower
Conformal mapping,Mathematics,narrower
Grammar,Professional communication,narrower
Integrated optics,Optics,narrower
Deafness,Medical conditions,narrower
Partial discharge measurement,Electric variables measurement,narrower
Approximation algorithms,Algorithms,narrower
Power system management,Power systems,narrower
Manganese,Metals,narrower
Antenna-in-package,Antennas,narrower
Human resource management,Management,narrower
Synapses,Nervous system,narrower
Optical devices,Optics,narrower
Pursuit algorithms,Algorithms,narrower
Antenna radiation patterns,Antennas,narrower
Medical robotics,Robots,narrower
Signal processing algorithms,Algorithms,narrower
Cancer,Diseases,narrower
Physics education,Physics,narrower
Airborne radar,Radar,narrower
Adaptive mesh refinement,Numerical analysis,narrower
Cognitive radar,Radar,narrower
Cerebrum,Brain,narrower
Glial cells,Nervous system,narrower
Gain measurement,Measurement,narrower
Signal reconstruction,Signal processing,narrower
Automatic control,Control systems,narrower
Optical design,Optics,narrower
Submillimeter wave circuits,Circuits,narrower
Software performance,Software,narrower
Injuries,Medical conditions,narrower
Resists,Materials,narrower
Brain ventricles,Brain,narrower
Telephony,Communication systems,narrower
Power system harmonics,Power systems,narrower
Matched filters,Filters,narrower
Isolators,Circuits,narrower
Digital alloys,Metals,narrower
Profitability,Economics,narrower
Bismuth,Metals,narrower
Brain modeling,Modeling,narrower
Electronic circuits,Circuits,narrower
Hafnium,Chemical elements,narrower
Cyber espionage,Computer security,narrower
Holmium,Chemical elements,narrower
Wire,Materials,narrower
Thyristor circuits,Circuits,narrower
Geology,Geoscience,narrower
Cataracts,Medical conditions,narrower
Wind energy integration,Power systems,narrower
Sliding mode control,Control systems,narrower
Integrated circuit synthesis,Integrated circuits,narrower
Feedback linearization,Control systems,narrower
CAMAC,Control systems,narrower
Cybercare,Medical services,narrower
Europium,Chemical elements,narrower
Spatial diversity,Communication systems,narrower
Parietal lobe,Brain,narrower
Optical collimators,Optical devices,narrower
Transmitting antennas,Antennas,narrower
Videotex,Communication systems,narrower
Root mean square,Statistics,narrower
Patient rehabilitation,Medical treatment,narrower
Density measurement,Measurement,narrower
Agriculture,Industries,narrower
Interferometry,Measurement,narrower
Feedback,Circuits,narrower
Storage management,Management,narrower
Plastics,Materials,narrower
Nanocommunication,Communication systems,narrower
Nanoplasmonics,Nanotechnology,narrower
Driver circuits,Circuits,narrower
Immunology,Medical specialties,narrower
Whispering gallery modes,Optics,narrower
Measurement errors,Measurement,narrower
Facilities management,Management,narrower
Smart pixels,Image processing,narrower
Gallium,Metals,narrower
Conductivity measurement,Electric variables measurement,narrower
Overlay networks,Computer networks,narrower
Electric variables measurement,Measurement,narrower
Optical retarders,Optics,narrower
Medical diagnosis,Medical services,narrower
Structure from motion,Image processing,narrower
Convex functions,Mathematics,narrower
Hypertension,Medical conditions,narrower
Ethernet,Computer networks,narrower
Textiles,Materials,narrower
Semiconductor device noise,Semiconductor devices,narrower
Power industry,Industries,narrower
Semiconductor-insulator interfaces,Semiconductor devices,narrower
Ganglia,Nervous system,narrower
Block signalling,Control systems,narrower
Parametric statistics,Statistics,narrower
Optical mixing,Optics,narrower
Nanolithography,Nanotechnology,narrower
Flow production systems,Manufacturing systems,narrower
Image sampling,Image processing,narrower
Forestry,Geoscience,narrower
Arrhythmia,Medical conditions,narrower
Holography,Imaging,narrower
Software as a service,Software,narrower
Geography,Geoscience,narrower
Telerobotics,Robots,narrower
Optical resonators,Optical devices,narrower
Apertures,Antennas,narrower
Publishing,Computer applications,narrower
Distributed management,Management,narrower
Mobile applications,Computer applications,narrower
Lanthanum,Metals,narrower
Additives,Materials,narrower
Scintillation counters,Measurement,narrower
Signal design,Signal processing,narrower
Optical fiber communication,Communication systems,narrower
Industrial robots,Robots,narrower
Fluid flow,Physics,narrower
Chemical technology,Industry applications,narrower
Software safety,Software,narrower
Nanomagnetics,Magnetics,narrower
Biophotonics,Biology,narrower
Axles,Mechanical products,narrower
Macroeconomics,Economics,narrower
Mode matching methods,Mathematics,narrower
Americium,Chemical elements,narrower
Algebra,Mathematics,narrower
Lumen,Measurement,narrower
Parkinson's disease,Diseases,narrower
Machine-to-machine communications,Communication systems,narrower
Architecture,Industries,narrower
Lorentz covariance,Physics,narrower
Sensory aids,Medical services,narrower
Pulp manufacturing,Manufacturing systems,narrower
Praseodymium,Chemical elements,narrower
Test facilities,Testing,narrower
Cyclones,Geoscience,narrower
Kinetic theory,Physics,narrower
Image storage,Imaging,narrower
Linear discriminant analysis,Statistics,narrower
Reactive power,Power systems,narrower
Communication effectiveness,Professional communication,narrower
Spectrogram,Signal processing,narrower
Power system modeling,Modeling,narrower
Shape measurement,Measurement,narrower
Eczema,Medical conditions,narrower
Radar equipment,Radar,narrower
Laser radar,Radar,narrower
Composite materials,Materials,narrower
Frequency locked loops,Signal processing,narrower
Amygdala,Brain,narrower
Joining processes,Materials processing,narrower
Finite element analysis,Numerical analysis,narrower
Virtual enterprises,Economics,narrower
Barium,Metals,narrower
Detection algorithms,Algorithms,narrower
Marine robots,Robots,narrower
Surface fitting,Numerical analysis,narrower
Supply and demand,Economics,narrower
Length measurement,Measurement,narrower
Recording,Signal processing,narrower
Hazardous materials,Materials,narrower
Image resolution,Image processing,narrower
Accident prevention,Industry applications,narrower
Sediments,Geoscience,narrower
Video conferencing,Communication systems,narrower
Information management,Management,narrower
Distortion,Signal processing,narrower
Electrical stimulation,Medical treatment,narrower
Lithotripsy,Medical treatment,narrower
Geophysics,Physics,narrower
Waste materials,Materials,narrower
Immunotherapy,Medical treatment,narrower
Sulfur,Chemical elements,narrower
Active circuits,Circuits,narrower
Homeostasis,Biology,narrower
Prediction algorithms,Algorithms,narrower
Quality management,Management,narrower
Dermatology,Medical specialties,narrower
Depression,Medical conditions,narrower
Viterbi algorithm,Algorithms,narrower
Petroleum industry,Industries,narrower
Mobile robots,Robots,narrower
Image coding,Image processing,narrower
Neonatology,Medical specialties,narrower
Predator prey systems,Mathematics,narrower
Neuroprostheses,Brain,narrower
Middleware,Software,narrower
Error correction,Signal processing,narrower
Beryllium,Chemical elements,narrower
